name,general,specify,enrollment,language,rating,level,duration,instructor,instructor_rate,offered by
Blockchain 360: A State of the Art for Professionals,Business,Leadership and Management,8453,English,4.5,Beginner,3,"Asja Kamenica, Enrique Barra",4.5,EIT Digital 
Blockchain Scalability and its Foundations in Distributed Systems,Computer Science,Computer Security and Networks,5739,English,4.5,Beginner,11,Vincent Gramoli,4.8,The University of Sydney
Blockchain Security,Computer Science,Computer Security and Networks,4908,English,4.6,Beginner,8,Howard Poston,4.9,Infosec
Blockchain in Financial Services: Strategic Action Plan,Computer Science,Computer Security and Networks,6184,English,4.5,Intermediate,14,"Don Tapscott, Alex Tapscott",4.8,INSEAD
The Blockchain System,Computer Science,Algorithms,4899,English,4.1,Beginner,12,Stefano M. Stefan,3.2,"University of California, Irvine"
Blockchain Transformations of Financial Services,Computer Science,Computer Security and Networks,6499,English,4.7,Beginner,15,"Don Tapscott, Alex Tapscott",4.7,INSEAD
Blood Film Morphology - A Practical Guide,Health,Basic Science,5491,English,4.8,Intermediate,35,Matthew Wright,4.9,University of Western Australia
Blue Prism Foundation Training,Information Technology,Data Management,2971,English,4.6,Beginner,19,Blue Prism,4.4,Blue Prism
Business Model Innovation for Sustainable Landscape Restoration,Business,Business Strategy,6328,English,4.7,Beginner,40,"Simon W. Moolenaar, Thorunn Petursdottir, Berglind Orradóttir, Steve Kennedy, Isabel C Barrio, Joris De Vente, Rob van Tulder",4.8,Erasmus University Rotterdam
لغة الجسد | Body Language,Personal Development,Personal Development,5700,Arabic,4.5,Beginner,2,Alfaisal.KLD,4.6,Alfaisal University | KLD
Stocks and Bonds,Business,Finance,31026,English,4.6,Beginner,9,Gautam Kaul,4.7,University of Michigan
Advanced Understanding of Stocks and Bonds,Business,Finance,3697,English,4.7,Intermediate,12,Gautam Kaul,5.0,University of Michigan
Bookkeeping Basics,Business,Business Essentials,135443,English,4.6,Beginner,16,Intuit Academy Team,4.6,Intuit
"Brand Management: Aligning Business, Brand and Behaviour",Business,Entrepreneurship,413092,English,4.9,Beginner,17,"University of London, Nader Tavassoli",4.9,London Business School
 Storytelling in Branding and Content Marketing ,Arts and Humanities,History,29484,English,4.4,Beginner,13,Pedro Cifuentes Huertas,4.2,IE Business School
Brand Identity and Strategy,Business,Marketing,62715,English,4.7,Intermediate,16,MARÍA EIZAGUIRRE DIÉGUEZ,4.7,IE Business School
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,Business,Marketing,25311,English,4.7,Beginner,9,Brian Hallett,4.8,IE Business School
Brand and Product Management,Business,Marketing,99434,English,4.7,Beginner,14,Luis Rodriguez Baptista,4.7,IE Business School
Brand New Brand,Arts and Humanities,Music and Art,32815,English,4.9,Intermediate,24,Michael Worthington,4.8,California Institute of the Arts
Branding and Customer Experience,Business,Marketing,29412,English,4.6,Intermediate,11,Michael Thompson,4.7,IE Business School
Pluralidades em Português Brasileiro,Language Learning,Other Languages,37830,Portuguese (Brazilian),4.8,Advanced,23,"Ana Rute Mendes, Denise Bértoli Braga, Raquel Rodrigues Caldas, Cláudia Hilsdorf Rocha, Paula Rodrigues Furtado",4.8,Universidade Estadual de Campinas
Introduction to Breast Cancer,Health,Basic Science,52407,English,4.9,Other,12,"Anees B. Chagpar, MD, MSc, MPH, MA, MBA, FRCS(C), FACS",5.0,Yale University
Stanford's Short Course on Breastfeeding,Health,Patient Care,35147,English,4.8,Beginner,4,"Maya Adam, MD",4.8,Stanford University
Breastfeeding and Adequate Substitutes,Health,Nutrition,2137,English,4.9,Intermediate,8,"Dr. Shweta Feher, Prof. Dr. Berthold Koletzko",4.7,Ludwig-Maximilians-Universität München (LMU)
Breastfeeding: Public Health Perspectives,Health,Public Health,2510,English,4.7,Beginner,12,Olivia S. Anderson,4.8,University of Michigan
Bridging the Gap between Strategy Design and Delivery,Business,Business Strategy,28733,English,4.8,Intermediate,19,Ricardo Viana Vargas,4.8,Brightline Initiative
"Brilliant, Passionate You",Personal Development,Personal Development,33038,English,4.6,Beginner,18,Center for Academic Innovation Experts,4.6,University of Michigan
Bring Your Story to Life – Video Post-Production,Personal Development,Personal Development,3094,English,4.7,Beginner,9,"Paul Daugherty, Emilie Johnson",4.7,University of Colorado Boulder
Browser-based Models with TensorFlow.js,Computer Science,Software Development,42568,English,4.8,Intermediate,18,Laurence Moroney,4.8,DeepLearning.AI
Budgeting essentials and development,Business,Business Strategy,21269,English,4.5,Intermediate,26,"Fernando Fleury, Nelson Yoshida, Samantha Mazzero, Roberto Dumas Damas, Alberto Sansiviero Jr.",4.4,Fundação Instituto de Administração
Bugs 101: Insect-Human Interactions,Health,Basic Science,43725,English,4.9,Beginner,49,Dr. Maya Evenden,4.9,University of Alberta
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Computer Science,Algorithms,187481,English,4.9,Other,43,"Shimon Schocken, Noam  Nisan",4.9,Hebrew University of Jerusalem
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",Data Science,Machine Learning,10130,English,4.2,Intermediate,5,Tom Chant,4.5,Scrimba
Build and Operate Machine Learning Solutions with Azure,Data Science,Machine Learning,5499,English,4.4,Intermediate,31, Microsoft,4.4,Microsoft
Build Your Own iOS App,Computer Science,Mobile and Web Development,3002,English,3.3,Other,6,Parham Aarabi,4.7,University of Toronto
Build Basic Generative Adversarial Networks (GANs),Data Science,Machine Learning,59548,English,4.7,Intermediate,30,"Eric Zelikman, Eda Zhou, Sharon Zhou",4.8,DeepLearning.AI
Build Better Generative Adversarial Networks (GANs),Data Science,Machine Learning,25872,English,4.7,Intermediate,28,"Eric Zelikman, Eda Zhou, Sharon Zhou",4.6,DeepLearning.AI
Building a Data Science Team,Data Science,Data Analysis,46778,English,4.5,Other,6,"Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",4.7,Johns Hopkins University
"Build Decision Trees, SVMs, and Artificial Neural Networks",Data Science,Machine Learning,2628,English,4.9,Intermediate,21,Stacey McBrine,4.7,CertNexus
Build personal resilience,Business,Leadership and Management,34765,English,4.8,Other,17,Dr Alena Soboleva,4.7,Macquarie University
"Build Regression, Classification, and Clustering Models",Data Science,Machine Learning,1589,English,4.2,Intermediate,20,Anastas Stoyanovsky,4.7,CertNexus
Sales Training: Building Your Sales Career,Business,Business Essentials,26757,English,4.7,Beginner,13,Kyle Jepson,4.7,HubSpot Academy
Building AI Applications with Watson APIs,Data Science,Machine Learning,20275,English,4.3,Intermediate,20,"Tanmay Bakshi, Antonio Cangiano",4.6,IBM
Building AI Powered Chatbots Without Programming,Computer Science,Design and Product,59189,English,4.8,Beginner,12,Antonio Cangiano,4.7,IBM
"Uncommon Sense Teaching: Part 2, Building Community and Habits of Learning",Social Sciences,Education,5169,English,4.9,Intermediate,13,"Barbara Oakley, Dr. Terrence Sejnowski, Beth Rogowsky",4.9,Deep Teaching Solutions
Building Deep Learning Models with TensorFlow,Data Science,Machine Learning,23663,English,4.4,Intermediate,7,"Samaya Madhavan, JEREMY NILMEIER, Alex Aklson, Romeo Kienzler",4.6,IBM
Building Fintech Startups in Emerging Markets,Business,Entrepreneurship,4838,English,4.7,Beginner,18,Co-Pierre Georg,4.8,University of Cape Town
Building Interactive Web Pages Using Modern JavaScript,Computer Science,Mobile and Web Development,1840,English,3.7,Beginner,26,NIIT,3.7,NIIT
Building Modern Java Applications on AWS,Information Technology,Cloud Computing,15711,English,4.5,Intermediate,17,"Morgan Willis, Rick Hurst, Seph Robinson",4.8,Amazon Web Services
Building Modern Node.js Applications on AWS,Information Technology,Cloud Computing,14796,English,4.6,Intermediate,17,"Morgan Willis, Seph Robinson",4.6,Amazon Web Services
Building No-Code Apps with AppSheet: Foundations,Information Technology,Cloud Computing,6856,English,4.7,Beginner,5,Google Cloud Training,4.8,Google Cloud
Building on the SIR Model,Health,Public Health,2766,English,4.6,Intermediate,20,Nimalan Arinaminpathy,5.0,Imperial College London
Building Resilient Streaming Systems on GCP em Português Brasileiro,Data Science,Data Analysis,13926,Portuguese (Brazilian),4.1,Intermediate,10,Google Cloud Training,4.7,Google Cloud
﻿Building RESTful APIs Using Node.js and Express,Computer Science,Software Development,3105,English,4.1,Other,16,NIIT,4.7,NIIT
Burgos: Deciphering Secrets of Medieval Spain,Arts and Humanities,History,2833,English,4.2,Advanced,45,Roger L Martinez,4.7,University of Colorado System
English for Business and Entrepreneurship,Language Learning,Learning English,464989,English,4.8,Beginner,31,"James Riedel, Amy Nichols",4.9,University of Pennsylvania
Accounting for Business Decision Making: Measurement and Operational Decisions,Business,Business Essentials,17581,English,3.8,Beginner,16,"Gary Hecht, Ph.D.",3.6,University of Illinois at Urbana-Champaign
Business Analysis Process,Data Science,Data Analysis,2484,English,4.7,Beginner,22,Tableau Learning Partner Instructor ,4.7,Tableau Learning Partner
Business Analytics,Data Science,Data Analysis,2459,Spanish,4.3,Beginner,7,Campus BBVA,4.7,Campus BBVA
Business Analytics for Decision Making,Data Science,Data Analysis,83755,English,4.6,Beginner,8,Manuel Laguna,4.6,University of Colorado Boulder
의사 결정을 위한 비즈니스 분석,Data Science,Data Analysis,13926,Korean,4.9,Beginner,8,Manuel Laguna,4.7,University of Colorado Boulder
Business Analytics with Excel: Elementary to Advanced,Business,Business Essentials,234312,English,4.8,Intermediate,23,"Joseph W. Cutrone, PhD",4.8,Johns Hopkins University
Business Analytics Executive Overview,Business,Leadership and Management,16480,English,4.6,Intermediate,17,Douglas B. Laney,4.6,University of Illinois at Urbana-Champaign
Introduction to Business Analytics with R,Business,Business Essentials,27328,English,4.6,Beginner,16,"Ashish Khandelwal, Ronald Guymon",4.7,University of Illinois at Urbana-Champaign
Accounting for Business Decision Making: Strategy Assessment and Control,Business,Business Essentials,13992,English,3.9,Beginner,15,"Gary Hecht, Ph.D.",3.1,University of Illinois at Urbana-Champaign
Business Case Analysis,Language Learning,Learning English,6517,English,4.6,Other,20,"Delian Gaskell, Sean McMinn, Kin Tang",4.7,The Hong Kong University of Science and Technology
More on Change and Sustainability,Business,Leadership and Management,6910,English,4.8,Beginner,13,"John Byrd, Kenneth Bettenhausen",4.9,University of Colorado System
中级商务汉语（入职与营销篇）,Language Learning,Other Languages,9829,Chinese (Simplified),4.9,Intermediate,33,蔡云凌,4.9,Peking University
Exploring and Producing Data for Business Decision Making,Business,Business Essentials,40734,English,4.8,Beginner,23,"Fataneh Taghaboni-Dutta, Ph.D., PMP, CSM, CSPO",4.8,University of Illinois at Urbana-Champaign
Business English: Basics,Language Learning,Learning English,127647,English,4.5,Other,20,"Delian Gaskell, Sean McMinn, Kin Tang",4.6,The Hong Kong University of Science and Technology
Business English: Capstone Project,Language Learning,Learning English,12335,English,4.8,Intermediate,30,Richard Moore,4.9,University of Washington
Business English: Networking,Language Learning,Learning English,209281,English,4.8,Intermediate,28,Richard Moore,4.8,University of Washington
Business English: Meetings,Language Learning,Learning English,90999,English,4.8,Intermediate,23,Richard Moore,4.8,University of Washington
Business English: Planning & Negotiating,Language Learning,Learning English,53671,English,4.8,Intermediate,29,"Richard Moore, Wendy Asplin",4.9,University of Washington
Business English: Making Presentations,Language Learning,Learning English,74849,English,4.8,Intermediate,14,Richard Moore,4.8,University of Washington
"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",Language Learning,Learning English,49005,English,4.5,Intermediate,1,Richard Moore,4.5,University of Washington
English for Effective Business Speaking,Language Learning,Learning English,120893,English,4.6,Other,23,"Delian Gaskell, Sean McMinn, Kin Tang",4.7,The Hong Kong University of Science and Technology
Global Impact: Business Ethics,Business,Business Essentials,16983,English,4.7,Beginner,9,Patricia Werhane,4.6,University of Illinois at Urbana-Champaign
أخلاقيات وآداب السلوك في الأعمال,Personal Development,Personal Development,13926,Arabic,4.8,Beginner,1,Alfaisal.KLD,4.9,Alfaisal University | KLD
Business Implications of AI: Full course,Business,Leadership and Management,4028,English,4.1,Beginner,5,"Ulf Änggård, Henrik Blomgren, Staffan Movin",4.7,EIT Digital 
Business Implications of AI: A Nano-course,Business,Leadership and Management,6440,English,4.5,Beginner,1,"Ulf Änggård, Henrik Blomgren, Staffan Movin",4.6,EIT Digital 
Business intelligence and data analytics: Generate insights,Business,Business Essentials,18031,English,4.6,Other,12,Connor Stead,4.3,Macquarie University
Business intelligence and data warehousing,Data Science,Data Analysis,12514,English,3.9,Intermediate,10,María del Pilar Ángeles,3.6,Universidad Nacional Autónoma de México
"Business Intelligence Concepts, Tools, and Applications",Data Science,Data Analysis,46190,English,4.5,Other,28,Jahangir Karimi,4.2,University of Colorado System
Business Intelligence and Visual Analytics,Information Technology,Data Management,2572,English,4.7,Intermediate,12,Tim Carrington,4.6,"University of California, Irvine"
Business Model Innovation,Business,Business Strategy,42732,English,4.8,Other,14,"Laurence Lehmann-Ortega, Hélène Musikas",4.8,HEC Paris
Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),Business,Business Strategy,59516,English,4.6,Beginner,18,Dan Stotz,4.7,University System of Georgia
Business Models For Sustainability,Business,Business Strategy,4122,English,4.7,Beginner,21,"ESADE Business and Law School, Kirsti Reitan Andersen, Sveinung Jørgensen , NHH, Copenhagen Business School, Esben Rahbek Gjerdrum Pedersen, Florian Lüdeke-Freund, Ana Lucia Diaz Schiavon, Lars Jacob Tynes Pedersen, David Murillo",4.8,ESCP Business School
Business Models for Innovative Care for Older People,Business,Entrepreneurship,9343,English,4.5,Intermediate,11,"University of Copenhagen, Rudi Westendorp, Finn Valentin",4.7,Copenhagen Business School
The Business of Cybersecurity Capstone,Computer Science,Computer Security and Networks,4214,English,4.9,Beginner,17,"Andy Green, Ph.D., Dr. Traci Carte, Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Dr. Humayun Zafar, CEH, CISM, CRISC, PCIP, Michael Whitman, Ph.D., CISM, CISSP",4.7,University System of Georgia
The Business of Social,Business,Marketing,35107,English,4.7,Other,6,Randy Hlavac,4.6,Northwestern University
