name,field,enrollment,language,rating,level,duration,description,skill,instructor,offered by
Building Deep Learning Models with TensorFlow,Data Science > Machine Learning,"23,663 already enrolled",Taught in English,4.4,Intermediate level,7 hours (approximately),"Explain foundational TensorFlow concepts such as the main functions, operations and the execution pipelines. Describe how TensorFlow can be used in curve fitting, regression, classification and minimization of error functions.Analyze different types of Deep Architectures, such as Convolutional Networks, Recurrent Networks and Autoencoders.Apply TensorFlow for backpropagation to tune the weights and biases while the Neural Networks are being trained.",,"4.6  {'Samaya Madhavan', 'JEREMY NILMEIER', 'Alex Aklson', 'Romeo Kienzler'}",IBM
Building Fintech Startups in Emerging Markets,Business > Entrepreneurship,"4,838 already enrolled",Taught in English,4.7,Beginner level,18 hours (approximately),"Entrepreneurship opportunities arise out of necessity, being driven to solve a real need or a social problem. Emerging markets offer huge opportunities for disruptive innovation. Adopting design thinking methodologies encourages a focus on user-centric products and services. ","Business Planning, Financial Technology, Entrepreneurship, Design Thinking",4.8  {'Co-Pierre Georg'},University of Cape Town
Building High Quality User Experience Using Material UI,Computer Science > Mobile and Web Development,,Taught in English,,Intermediate level,8 hours (approximately),Design high quality user interfaces with Material UI library,"Material UI, CSS-in-JS",None {'NIIT'},NIIT
Building Interactive User Interfaces Using React Library,Computer Science > Mobile and Web Development,"1,690 already enrolled",Taught in English,,Intermediate level,18 hours (approximately),"Develop an attractive, responsive UI and a seamless UX with swift navigable views using React Class components
","Jest, React (Web Framework), JSX",None {'NIIT'},NIIT
Building Interactive Web Pages Using Modern JavaScript,Computer Science > Mobile and Web Development,"1,840 already enrolled",Taught in English,3.7,Beginner level,26 hours (approximately),"Build interactive, optimized, and testable web applications using JavaScript","DOM Manipulation, JavaScript",3.7  {'NIIT'},NIIT
Building Materials and Human Health,Health > Public Health,,Taught in English,,Intermediate level,12 hours (approximately),Assess the human health impact of toxic chemicals in building materialsEvaluate the health impact of building materials using current methods and resourcesApply strategies for reducing the health and environmental impacts of building materials throughout their life cycles,"Green Design, Sustainability, Healthier Building Design, Inclusive Design, Project Communication","None {'Alison Mears AIA, LEED AP', 'Catherine Murphy'}","Parsons School of Design, The New School"
Building Modern Java Applications on AWS,Information Technology > Cloud Computing,"15,711 already enrolled",Taught in English,4.5,Intermediate level,Approx. 17 hours to complete,None,"Amazon Elastic Compute Cloud (Amazon EC2), Apache Mesos, Autoscaling, Amazon Web Services (Amazon AWS)","4.8  {'Morgan Willis', 'Rick Hurst', 'Seph Robinson'}",Amazon Web Services
Building Modern Node.js Applications on AWS,Information Technology > Cloud Computing,"14,796 already enrolled",Taught in English,4.6,Intermediate level,Approx. 17 hours to complete,None,,"4.6  {'Morgan Willis', 'Seph Robinson'}",Amazon Web Services
Building Navigational Workflows Using React,Computer Science > Mobile and Web Development,,Taught in English,,Intermediate level,10 hours (approximately),Create forms and complex navigational workflows using React libraries ,"Formik, React Router",None {'NIIT'},NIIT
Building No-code Apps using Amazon Honeycode,Information Technology > Cloud Computing,,Taught in English,,Beginner level,Approx. 5 hours to complete,"Use Honeycode's visual interface for robust application creation, efficient data models, collaborative teamwork, and automation.","Capacity to construct data-driven applications, Data management & modeling, User interface configuration with the builder, Task automation & collaboration using automations, Customized workflow design",None {'Edureka'},Edureka
Building No-Code Apps with AppSheet: Automation,Information Technology > Cloud Computing,,Taught in English,,Intermediate level,7 hours (approximately),Define business process automation and recognize its use cases in an organization.Learn how AppSheet automation can automate business processes.Implement automation in your app with AppSheet automation constructs.,,None {'Google Cloud Training'},Google Cloud
Building No-Code Apps with AppSheet: Foundations,Information Technology > Cloud Computing,"6,856 already enrolled",Taught in English,4.7,Beginner level,5 hours (approximately),Learn about no-code app development and the use cases for building no-code apps.Learn to navigate the AppSheet UI and editor to build and test a no-code app.Learn the publishing process to deploy and publish an app for end users.Create and deploy a simple app.,"Work with app data sources using Google sheets, Understand the capabilities of the AppSheet no-code app development platform, Navigate the AppSheet UI and editor to build an app, Create and customize the user experience of an app using AppSheet views and branding, Learn the process to deploy and publish an app",4.8  {'Google Cloud Training'},Google Cloud
Building No-Code Apps with AppSheet: Implementation,Information Technology > Cloud Computing,,Taught in English,,Intermediate level,12 hours (approximately),"Organize and manage the data used by your app.  Add actions, behaviors and automation to your app.Control access to your app and its data, and integrate your app with external services.Learn how to improve the performance of your app, manage app versions and upgrade your app.Collaborate and author your app with your team, and learn how to troubleshoot problems with your app.","Application and data access control, App authoring and collaboration, External service integration, App behaviors and automation, App version management",None {'Google Cloud Training'},Google Cloud
Building on the SIR Model,Health > Public Health,"2,766 already enrolled",Taught in English,4.6,Intermediate level,20 hours (approximately),"Distinguish between stochastic and deterministic models, explain when either are appropriate, and perform simple simulations of a stochastic modelIdentify where it is important to incorporate population structure in a model and design and simulate a transmission model capturing such structure Evaluate the assumptions behind the Ross MacDonald model, and code such a model using R to simulate the dynamics of a vector-borne disease Critically evaluate a modelling study and communicate its strengths and weaknesses to a scientifically literate audience ","Mathematical Model, R Programming, Infectious Diseases",5.0  {'Nimalan Arinaminpathy'},Imperial College London
Building Resilient Streaming Systems on GCP em Português Brasileiro,Data Science > Data Analysis,,Taught in Portuguese (Brazilian),4.1,Intermediate level,10 hours (approximately),None,,None {'Google Cloud Training'},Google Cloud
﻿Building RESTful APIs Using Node.js and Express,Computer Science > Software Development,"3,105 already enrolled",Taught in English,4.1,,16 hours (approximately),Build and document REST APIs using Vanilla and Express.js. Secure the REST API using JWT and Oauth,"Vanilla JS, Express JS, Swagger, Express Router, Representational State Transfer (REST)",None {'NIIT'},NIIT
Building Services with ASP.NET Web API,Computer Science > Mobile and Web Development,,Taught in English,,Intermediate level,Approx. 22 hours to complete,"Dive deep into C# programming, from foundational basics to advanced OOP principles, equipping you with robust software development skills.  Grasp SQL Server intricacies, from understanding relational database structures to optimizing performance through normalization techniques.  Master ASP.NET Web API, from comprehending RESTful service principles to serializing data in JSON and XML for versatile client consumption.Learn to design scalable and maintainable APIs with ASP.NET Web API, understanding routing configurations, resource management, and error handling.","SQL Server, C Sharp (C#) (Programming Language), asp.net, Object-Oriented Programming (OOP), Web API",None {'Board Infinity'},Board Infinity 
Building Trust: Ethics for AI-powered Chatbots,Business > Marketing,,Taught in English,,Beginner level,Approx. 2 hours to complete,"Describe the roots and evolution of AI chatbots in modern business so the learner can assess current applications and use cases.Demonstrate the importance of ethics in technology and, specifically, in the application of AI Chatbots.Assess the current state of data privacy, consent, and transparency in modern business AI implementations.Illustrate the significance of bias and fairness in AI-powered chatbots.","Appraising, Critiquing, implementing, Analyzing, Identifying Leads","None {""Kelley O'Connell""}",Coursera Instructor Network
